151635 ,СМЕТАНА ,нет ,кафе , "город  Москва ,  улица  Егора  Абакумова ,  дом  9 " ,48
163464 ,Кафе  «Самарканд» ,нет ,кафе , "город  Москва ,  Вешняковская  улица ,  дом  39А " ,16
163466 ,I  AM  OK ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  146 " ,35
163491 ,Кофе ,нет ,кафетерий , "город  Москва ,  улица  Народного  Ополчения ,  дом  34 ,  строение  1 " ,0
163518 ,Додо  Пицца ,да ,кафе , "город  Москва ,  Пятницкое  шоссе ,  дом  21 " ,41
163702 ,Пита  и  сувлаки ,нет ,кафе , "город  Москва ,  улица  Покровка ,  дом  1/13/6 ,  строение  2 " ,47
163709 ,Кафе  Вьетнамской  кухни  «Дядюшка  Хо» ,нет ,кафе , "город  Москва ,  Партийный  переулок ,  дом  1 ,  корпус  12 " ,36
163816 ,HYGGE ,нет ,кафе , "город  Москва ,  Кронштадтский  бульвар ,  дом  6 ,  корпус  5 " ,46
163820 ,Кафетерий ,нет ,кафе , "город  Москва ,  поселение  Марушкинское ,  посёлок  Совхоза   " "Крёкшино " " ,  Озёрная  улица ,  дом  2 " ,10
163840 ,Кафе«Чайхана  Райхан» ,нет ,кафе , "город  Москва ,  проспект  Вернадского ,  дом  14Б " ,45
163866 ,Правда  кофе ,нет ,кафетерий , "город  Москва ,  Большая  Серпуховская  улица ,  дом  31 ,  корпус  10 " ,10
163884 ,Кафе  «Волконский» ,нет ,кафе , "город  Москва ,  Рочдельская  улица ,  дом  11/5 " ,15
163920 ,Чайхана  «Бухара» ,нет ,кафе , "город  Москва ,  улица  Щепкина ,  дом  25/20 " ,48
163961 ,Пекарня ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  158 " ,10
163975 ,Кондитерская ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  158 " ,15
164283 ,Dunkin  Donuts ,да ,кафе , "город  Москва ,  Дмитровское  шоссе ,  дом  163А ,  корпус  1 " ,15
164285 ,Кафе ,нет ,кафе , "город  Москва ,  Смольная  улица ,  дом  24Г ,  строение  6 " ,53
164368 ,Кафе  РАЙ ,нет ,кафе , "город  Москва ,  Дмитровское  шоссе ,  дом  155 ,  корпус  1 " ,40
164571 ,НИХОНИ ,нет ,кафе , "город  Москва ,  Сигнальный  проезд ,  дом  17 " ,30
164636 ,Хинкали-Гали ,нет ,кафе , "город  Москва ,  улица  1905  Года ,  дом  7 ,  строение  1 " ,45
164656 ,Вокмания ,нет ,кафе , "город  Москва ,  поселение  Воскресенское ,  Чечёрский  проезд ,  дом  51 " ,8
164881 ,TOKYO ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164885 ,Burger  &  Pizzetta ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,150
164886 ,Том-Ям ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164887 ,Точка  Дзы ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,0
164888 ,Вегетарианская  кухня ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164894 ,DUCKIT ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164897 ,Вьетнамская  кухня ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164908 ,Бруно ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,0
164909 ,Кимчи ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,0
164910 ,JD  Burgers ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,0
164922 ,У  Дяди  Макса ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,120
164928 ,Bolognetta ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,120
164933 ,Pie  Factore ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,0
164940 ,Космик ,да ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,130
164970 ,Кафе  Пекарня ,нет ,кафе , "город  Москва ,  Россошанская  улица ,  дом  6 " ,8
164973 ,CITO ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164976 ,Camera  Obscura ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164977 , "Tocador ,  Buffalos " ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164982 ,Pinzeria  by  Bontempi ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164986 ,Джимми  Ли ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164989 ,Vitamin  &  Smoothei  Bar  Macadamia ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164993 ,ШАРЛИМА ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
165012 ,Cash&Curry ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
165019 ,Plov.com ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
165021 ,Лаваш&Хачапури ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
165023 ,XX  by  Urban  Taste ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
165024 ,Ели  пельмени ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
165027 ,Thali&Dosa ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
165035 ,Дядюшка  Кофе ,нет ,кафетерий , "город  Москва ,  Новоспасский  переулок ,  дом  3 ,  корпус  2 " ,3
165042 ,Халяль  Узбекская  кухня ,нет ,кафе , "город  Москва ,  Волоколамское  шоссе ,  дом  142 " ,20
165053 ,Кафе ,нет ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  27 " ,48
164855 ,Black  Star  Burger  Prime ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,95
164862 ,Black  Star  Burger ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,84
164865 ,K-Town  Korean  Noodle  Bar ,нет ,кафе , "город  Москва ,  Рождественский  бульвар ,  дом  1 " ,0
164869 ,Ваби-Саби ,да ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,135
164874 ,Вареничная  (Хинкальная) ,нет ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,110
164878 ,Воккер ,да ,кафе , "город  Москва ,  площадь  Киевского  Вокзала ,  дом  2 " ,0
164066 ,Кафе  «Наршараб» ,нет ,кафе , "город  Москва ,  Севастопольский  проспект ,  дом  15 ,  корпус  1 " ,48
165637 ,Кафе-кондитерская  «Kathrin  bakery» ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  129 ,  корпус  2 " ,40
165661 ,Время  кофе ,нет ,кафетерий , "город  Москва ,  Ленинградское  шоссе ,  дом  8 ,  корпус  2 " ,10
165712 ,КруасанКафе ,нет ,кафе , "город  Москва ,  проспект  Мира ,  дом  112 " ,0
165744 ,Кафе  ЛавашОк ,нет ,кафе , "город  Москва ,  Ярославское  шоссе ,  дом  54 " ,40
165827 ,ЛАПША ,нет ,кафе , "город  Москва ,  улица  Барклая ,  дом  12 " ,21
165841 ,Додо  Пицца ,да ,кафе , "город  Москва ,  Энергетическая  улица ,  дом  14 ,  корпус  1 " ,28
165912 ,Антикафе  Кальянная ,нет ,кафе , "город  Москва ,  Головинское  шоссе ,  дом  1 " ,30
165950 ,Старбакс ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  владение  37А ,  корпус  4 " ,10
165961 ,КЛЕВЕР  РИТЕЙЛ  ГРУПП ,нет ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  44 " ,98
166091 ,Кафе  «Юдашкин  Плейз» ,нет ,кафе , "город  Москва ,  Вознесенский  переулок ,  дом  6/3 ,  строение  1 " ,50
166117 ,Кафетерий ,нет ,кафетерий , "город  Москва ,  Ленинградское  шоссе ,  дом  58 ,  строение  26 " ,0
166125 ,Кофейня  Kafedra  kofee ,нет ,кафетерий , "город  Москва ,  Профсоюзная  улица ,  дом  118 " ,4
166173 ,Буркина  фасоль ,нет ,кафетерий , "город  Москва ,  Ленинский  проспект ,  дом  39/1 " ,14
166206 ,Кофейня ,нет ,кафе , "город  Москва ,  Краснопресненская  набережная ,  дом  16 ,  строение  1 " ,2
166207 ,Кофе  с  собой ,да ,кафе , "город  Москва ,  Краснопресненская  набережная ,  дом  16 ,  строение  1 " ,0
166208 ,Сабвей ,да ,кафе , "город  Москва ,  Краснопресненская  набережная ,  дом  16 ,  строение  1 " ,10
166290 ,Каморра ,нет ,кафе , "город  Москва ,  Большой  Спасоглинищевский  переулок ,  дом  9/1 ,  строение  10 " ,40
166296 ,Столовая  КУХНЯ ,нет ,кафе , "город  Москва ,  Большая  Почтовая  улица ,  дом  18 " ,40
166298 ,Кафе  «Мартини» ,нет ,кафе , "город  Москва ,  Луганская  улица ,  дом  11 " ,40
166306 ,Чайхона  О-Мад ,нет ,кафе , "город  Москва ,  Митинская  улица ,  дом  36 " ,26
166375 ,О  Ле ,нет ,кафе , "город  Москва ,  Малая  Пироговская  улица ,  дом  13 ,  строение  3 " ,40
166414 ,Кофе  Сити ,нет ,кафетерий , "город  Москва ,  Дмитровское  шоссе ,  дом  165 ,  корпус  1 " ,12
166415 ,ГУДС ,нет ,кафе , "город  Москва ,  Дмитровское  шоссе ,  дом  165 ,  корпус  1 " ,40
165442 ,Пекарня ,нет ,кафе , "город  Москва ,  Кронштадтский  бульвар ,  дом  7Б " ,10
165478 ,МосКальян ,нет ,кафе , "город  Москва ,  Большой  Спасоглинищевский  переулок ,  дом  3 ,  строение  5 " ,70
165512 ,Бар  «Опята» ,нет ,кафе , "город  Москва ,  Пролетарский  проспект ,  дом  20 ,  корпус  1 " ,12
165513 ,Кафе  «Приходите  еще» ,нет ,кафе , "город  Москва ,  Никитский  бульвар ,  дом  25 " ,10
164468 ,Султан ,нет ,кафе , "город  Москва ,  Бескудниковский  бульвар ,  дом  40 ,  корпус  1 " ,60
164746 ,ДОСТОЕВСКИЙ ,нет ,кафе , "город  Москва ,  Октябрьская  улица ,  дом  26 ,  строение  1 " ,40
77746 ,Кафе  Родник ,нет ,кафе , "город  Москва ,  город  Московский ,  1-й  микрорайон ,  дом  5Г " ,16
26464 ,Кафе  «Little  White» ,нет ,кафе , "город  Москва ,  улица  Красина ,  дом  7 ,  строение  1 " ,50
69299 ,Шоколадница ,да ,кафе , "город  Москва ,  проспект  Мира ,  дом  77 ,  корпус  1 " ,15
164245 ,Домино'с  Пицца ,да ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  58 ,  строение  26 " ,18
163646 ,Домино'с  Пицца ,да ,кафе , "город  Москва ,  Ясеневая  улица ,  дом  10 ,  корпус  1 " ,16
164507 ,Tutti  frutti ,нет ,кафетерий , "город  Москва ,  Головинское  шоссе ,  дом  5 ,  корпус  1 " ,0
167181 ,Пицерия  «Папа  Джонс» ,да ,кафе , "город  Москва ,  Бирюлёвская  улица ,  дом  13 ,  корпус  4 " ,22
106191 ,Поль  Бейкери ,да ,кафе , "город  Москва ,  Олимпийский  проспект ,  дом  16 ,  строение  5 " ,50
163273 ,Волконский ,да ,кафе , "город  Москва ,  Дубравная  улица ,  дом  34/29 " ,18
168078 ,Волконский ,да ,кафе , "город  Москва ,  3-я  Тверская-Ямская  улица ,  дом  42/8 " ,26
164773 ,Штолле ,да ,кафе , "город  Москва ,  Садовая-Самотёчная  улица ,  дом  7 ,  строение  1 " ,25
163525 ,Бургер  Кинг ,да ,кафе , "город  Москва ,  поселение  Воскресенское ,  Чечёрский  проезд ,  дом  51 " ,10
164717 ,Теремок ,да ,кафе , "город  Москва ,  поселение  Воскресенское ,  Чечёрский  проезд ,  дом  51 " ,8
168167 ,Макдоналдс ,да ,кафе , "город  Москва ,  Лобненская  улица ,  дом  4А " ,20
166976 ,KFC ,да ,кафе , "город  Москва ,  Уральская  улица ,  дом  1 ,  строение  2 " ,86
163526 ,Крошка  Картошка ,да ,кафе , "город  Москва ,  поселение  Воскресенское ,  Чечёрский  проезд ,  дом  51 " ,10
163475 ,Шоколадница ,да ,кафе , "город  Москва ,  Строгинский  бульвар ,  дом  1 ,  корпус  2 " ,70
164769 ,Шоколадница ,да ,кафе , "город  Москва ,  Скобелевская  улица ,  дом  14 " ,30
164125 ,Шоколадница ,да ,кафе , "город  Москва ,  Бутырская  улица ,  дом  95 " ,61
168403 ,Lambic ,нет ,кафе , "город  Москва ,  Гоголевский  бульвар ,  дом  33/1 " ,60
168414 ,Chipl ,нет ,кафе , "город  Москва ,  улица  Земляной  Вал ,  дом  39/1 ,  строение  1 " ,25
168458 ,Три  Сковородки ,нет ,кафе , "город  Москва ,  город  Московский ,  улица  Хабарова ,  дом  2 " ,12
168540 ,Кафе  Мастер  и  Маргарита ,нет ,кафе , "город  Москва ,  Пятницкая  улица ,  дом  5 ,  строение  1 " ,40
168553 ,Гастрономическая  бургерная  ЯнХук ,нет ,кафе , "город  Москва ,  город  Зеленоград ,  корпус  426А ,  строение  2 " ,30
168576 ,Кафе-бутик  «Leonidas» ,нет ,кафе , "город  Москва ,  Пятницкая  улица ,  дом  53/18 ,  строение  1 " ,10
168735 ,Фудпоинт ,нет ,кафе , "город  Москва ,  Новокосинская  улица ,  дом  22 " ,16
168768 ,Кафе  R.F.Lounge ,нет ,кафе , "город  Москва ,  Красногвардейский  бульвар ,  дом  3 ,  строение  1 " ,36
168777 ,Дилли ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  85 " ,42
168813 ,Кальянная ,нет ,кафе , "город  Москва ,  улица  Новый  Арбат ,  дом  31/12 " ,45
168814 ,Кафе ,нет ,кафе , "город  Москва ,  Дорожная  улица ,  дом  42 " ,30
168847 ,Simple  greece ,нет ,кафе , "город  Москва ,  Пятницкая  улица ,  дом  10 ,  строение  1 " ,20
168882 ,COFIX ,да ,кафе , "город  Москва ,  Пятницкая  улица ,  дом  31 ,  строение  2 " ,12
168894 ,Кафе ,нет ,кафе , "город  Москва ,  Задонский  проезд ,  дом  36 ,  корпус  2 " ,28
168898 ,Аленка ,нет ,кафе , "город  Москва ,  Страстной  бульвар ,  дом  2 " ,24
168905 ,Скуратов  Кофе ,нет ,кафе , "город  Москва ,  Кутузовский  проспект ,  дом  36 ,  строение  39 " ,20
168909 ,Кафетерий ,нет ,кафетерий , "город  Москва ,  Ореховый  бульвар ,  дом  53 ,  корпус  2 " ,0
168948 ,Кафе-мороженное  «Gelateria  17» ,нет ,кафе , "город  Москва ,  Духовской  переулок ,  дом  17 " ,4
169016 ,Райская  Трапеза ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  88 ,  строение  1 " ,40
169021 ,Кафе  R&N ,нет ,кафе , "город  Москва ,  Каширское  шоссе ,  дом  13 ,  корпус  3 " ,30
169050 ,Галерея ,нет ,кафе , "город  Москва ,  Ветошный  переулок ,  дом  9 " ,49
169088 ,Проссеко ,нет ,кафе , "город  Москва ,  Пятницкая  улица ,  дом  24 " ,20
169098 ,Фреш  Маркет ,нет ,кафе , "город  Москва ,  Мосфильмовская  улица ,  дом  88 ,  корпус  2 " ,30
169100 ,Фреш  маркет ,нет ,кафе , "город  Москва ,  Мосфильмовская  улица ,  дом  2В " ,10
169146 ,БИРЕТТА ,нет ,кафе , "город  Москва ,  Сущёвская  улица ,  дом  19 ,  строение  4 " ,15
169215 ,ПаПан ,нет ,кафе , "город  Москва ,  Новокосинская  улица ,  дом  47 " ,19
169246 ,КАФЕ ,нет ,кафе , "город  Москва ,  улица  Косыгина ,  дом  5 " ,24
169329 ,Стрит.  Еда. ,нет ,кафе , "город  Москва ,  улица  Нижняя  Масловка ,  дом  5 ,  корпус  1 " ,8
169330 ,Литл  Панда ,нет ,кафе , "город  Москва ,  улица  Мещерякова ,  дом  3 " ,20
169345 ,Узбекское  кафе ,нет ,кафе , "город  Москва ,  Часовая  улица ,  дом  16 ,  строение  18 " ,20
169356 ,Да  Кофе ,нет ,кафетерий , "город  Москва ,  проспект  Мира ,  дом  19 ,  строение  1 " ,7
169367 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Бахрушина ,  дом  21 ,  строение  4 " ,22
169391 ,Кофе  и  пирожок ,нет ,кафе , "город  Москва ,  Никольская  улица ,  дом  25 " ,3
169392 ,Кафе  «Франсуа  пекарня» ,нет ,кафе , "город  Москва ,  Никитский  бульвар ,  дом  8 " ,25
169436 ,Кафе  «Холст  и  Масло» ,нет ,кафе , "город  Москва ,  Дербеневская  набережная ,  дом  7 ,  строение  31 " ,40
169445 ,Кофейня ,нет ,кафетерий , "город  Москва ,  Нахимовский  проспект ,  дом  40 " ,6
169681 ,ЩЕПКА ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,7
169683 ,ЛАКСА ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,6
169685 ,КОВЕ ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,10
169691 ,Мини-пекарня  «Выпекай-ка» ,нет ,кафетерий , "город  Москва ,  Россошанский  проезд ,  дом  6 " ,6
169697 ,ТОМ  ЯНГ ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,5
169699 ,COFFE  NOBE ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,5
169700 ,Любовь  и  Сладости ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,5
169701 ,СЕУЛ ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,15
169702 ,Каши  от  Аркаши ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,6
169704 ,Рёберная  НА  УСАЧЕВСКОЙ ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,80
169705 ,Баран-Баран ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,6
169706 ,ТАЖИНЕРИЯ ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,12
169707 ,Алмаз ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  26 " ,60
169717 ,Шикари ,нет ,кафе , "город  Москва ,  Комсомольский  проспект ,  дом  28 " ,25
169723 ,Ресторан  «Манана» ,нет ,кафе , "город  Москва ,  улица  Генерала  Белова ,  дом  23А " ,60
169729 ,Осетинские  пироги ,нет ,кафе , "город  Москва ,  Луков  переулок ,  дом  8 " ,30
169733 ,Мистер  Донер  24 ,нет ,кафе , "город  Москва ,  Новослободская  улица ,  дом  36/1 ,  строение  1 " ,20
169737 ,Кафе  «Караван» ,нет ,кафе , "город  Москва ,  Борисовский  проезд ,  дом  14 ,  корпус  1 " ,30
169740 ,Старый  дворик ,нет ,кафе , "город  Москва ,  Варшавское  шоссе ,  дом  144 ,  корпус  2 ,  строение  2 " ,57
169748 ,Ketch  Up ,нет ,кафе , "город  Москва ,  улица  Покровка ,  дом  10 ,  строение  2 " ,130
169772 ,Кухня  Полли ,нет ,кафе , "город  Москва ,  Фрунзенская  набережная ,  дом  36/2 " ,15
169776 ,Диемме ,нет ,кафе , "город  Москва ,  3-я  Фрунзенская  улица ,  дом  1 " ,30
169779 ,Донер  Кебаб ,нет ,кафе , "город  Москва ,  Верхняя  Первомайская  улица ,  дом  36 ,  строение  2 " ,15
169783 ,Кафе  «Лисья  нора» ,нет ,кафе , "город  Москва ,  город  Зеленоград ,  улица  Гоголя ,  дом  2 " ,40
169784 ,ИНТЕРОПТИКА  КЕЙТЕРИНГ ,нет ,кафе , "город  Москва ,  Нахимовский  проспект ,  дом  63 " ,63
169462 ,BLINДАЖ ,нет ,кафе , "город  Москва ,  Оболенский  переулок ,  дом  9А " ,40
169467 ,She  and  Him ,нет ,кафе , "город  Москва ,  Усачёва  улица ,  дом  2 ,  строение  3 " ,40
169491 ,Бургер  Кинг ,да ,кафе , "город  Москва ,  улица  Барклая ,  дом  10А " ,21
169516 ,КАФЕ ,нет ,кафе , "город  Москва ,  Можайское  шоссе ,  дом  4 ,  корпус  1 " ,25
169542 ,HEALTHY  Food ,да ,кафе , "Таганская  улица ,  дом  19 ,  корпус  1 " ,25
169559 ,Кафе  Сан  Мишель ,нет ,кафе , "город  Москва ,  Воронцовская  улица ,  дом  21 ,  строение  1 " ,10
169589 ,Gallo  pizza  burger ,нет ,кафе , "город  Москва ,  Мичуринский  проспект ,  дом  5 " ,18
169602 ,Кофейня ,нет ,кафе , "город  Москва ,  улица  Дружбы ,  дом  10/32 " ,6
169608 ,Смак  фуд  корт ,нет ,кафе , "город  Москва ,  улица  Раменки ,  дом  3 ,  строение  1 " ,19
169614 ,Craft  &  Draft ,нет ,кафе , "город  Москва ,  улица  Арбат ,  дом  6/2 " ,48
169907 ,Food  Store ,нет ,кафе , "город  Москва ,  Новая  Басманная  улица ,  дом  16 ,  строение  8 " ,31
169922 ,Кафетерий  №  1 ,нет ,кафе , "город  Москва ,  Волоколамское  шоссе ,  дом  30 ,  строение  1 " ,60
169926 ,Башня ,нет ,кафе , "город  Москва ,  Смольная  улица ,  дом  15 ,  строение  4 " ,20
169932 ,Донер  Кинг ,нет ,кафе , "город  Москва ,  Кронштадтский  бульвар ,  владение  37Б ,  строение  1Б/Н " ,30
169944 ,Творческое  кафе  Лето  близко ,нет ,кафе , "город  Москва ,  Ткацкая  улица ,  дом  5 ,  строение  2 " ,24
169971 ,Мару ,нет ,кафе , "город  Москва ,  улица  Марии  Ульяновой ,  дом  9 ,  корпус  4 " ,35
169978 ,МИА  Пицца ,нет ,кафе , "город  Москва ,  улица  Полины  Осипенко ,  дом  10 ,  корпус  1 " ,10
170031 ,Кафе«Мир  Шашлыков» ,нет ,кафе , "город  Москва ,  Петрозаводская  улица ,  дом  11А " ,55
170035 ,Дабл  Би  блэк ,да ,кафе , "город  Москва ,  Якиманская  набережная ,  дом  2 " ,40
168708 ,Фрешмаркет77 ,нет ,кафе , "город  Москва ,  улица  Ефремова ,  дом  10 ,  корпус  1 " ,30
169325 ,Pinsapositana ,нет ,кафе , "город  Москва ,  3-я  улица  Ямского  Поля ,  дом  9 " ,30
169662 ,СHERRY  COFFEE ,нет ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  8 " ,8
170069 ,Кафе ,нет ,кафе , "город  Москва ,  Дубнинская  улица ,  дом  79 ,  корпус  1 " ,50
170080 ,Forneria ,нет ,кафе , "город  Москва ,  улица  Стромынка ,  дом  25 ,  строение  2 " ,33
170090 ,Азбука  вкуса ,да ,кафе , "город  Москва ,  Никольская  улица ,  дом  10 " ,10
170146 ,Пиццерия  «Додо  Пицца» ,да ,кафе , "город  Москва ,  Профсоюзная  улица ,  дом  152 ,  корпус  2 ,  строение  2 " ,12
170164 ,Palas  des  Thes ,нет ,кафетерий , "город  Москва ,  улица  Покровка ,  дом  4 ,  строение  1 " ,20
170172 ,Кафетерия ,нет ,кафетерий , "город  Москва ,  Шлюзовая  набережная ,  дом  4 " ,64
170198 ,Восточная  кухня ,нет ,кафе , "город  Москва ,  Федеративный  проспект ,  дом  16 ,  корпус  1 " ,20
170208 ,КофеПорт ,нет ,кафе , "город  Москва ,  Неглинная  улица ,  дом  16/2 ,  строение  4 " ,10
170245 ,Кафе  «ХИНКАЛЬНАЯ» ,нет ,кафе , "город  Москва ,  Кустанайская  улица ,  дом  8 ,  корпус  3 " ,20
170273 ,Кафе-пекарня  «Завтраки.РУ» ,нет ,кафе , "город  Москва ,  Соколово-Мещерская  улица ,  дом  25 " ,10
170280 ,Кафе  «Брусника» ,нет ,кафе , "город  Москва ,  Большая  Бронная  улица ,  дом  7 " ,25
170282 ,Винный  Базар  Танцы ,нет ,кафе , "город  Москва ,  Пречистенская  набережная ,  дом  15 ,  строение  2 " ,20
170283 ,Кофе  Бюро ,нет ,кафе , "город  Москва ,  Славянская  площадь ,  дом  2/5/4 ,  строение  3 " ,24
170284 ,Кафе  «Nude.  Coffee  &  Wine  Bar» ,нет ,кафе , "город  Москва ,  улица  Спиридоновка ,  дом  24/1 " ,25
170287 ,Кафе  «Советская  чебуречная» ,нет ,кафе , "город  Москва ,  улица  Красина ,  дом  27 ,  строение  1 " ,19
170315 ,Арма  Craft ,нет ,кафе , "город  Москва ,  Нижний  Сусальный  переулок ,  дом  5 ,  строение  9 " ,30
170319 ,Прага ,нет ,кафе , "город  Москва ,  улица  Арбат ,  дом  2/1 " ,147
170327 ,Магазин-кулинария  «Мясная  кулинария» ,нет ,кафе , "город  Москва ,  город  Троицк ,  41  километр  Калужского  шоссе ,  дом  12 " ,10
170330 ,Атаман ,нет ,кафе , "город  Москва ,  Братиславская  улица ,  дом  29 ,  корпус  1 " ,40
170356 ,Кренделькофф ,нет ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  78 ,  корпус  1 " ,2
170384 ,Surf ,нет ,кафе , "город  Москва ,  Никольская  улица ,  дом  8/1 ,  строение  1 " ,4
170440 ,Coffee  Moose ,нет ,кафе , "город  Москва ,  улица  Руставели ,  дом  15 " ,30
170442 ,Кафе  Brocard ,нет ,кафе , "город  Москва ,  Большая  Новодмитровская  улица ,  дом  36 ,  строение  1 " ,45
170443 ,Кафе  Zinagoga ,нет ,кафе , "город  Москва ,  Большая  Новодмитровская  улица ,  дом  36 ,  строение  2 " ,50
170445 ,Шаурма  и  выпечка ,нет ,кафе , "город  Москва ,  поселение  Щаповское ,  посёлок  Щапово ,  дом  22 ,  строение  1 " ,4
170451 ,Шаурма  и  выпечка ,нет ,кафе , "город  Москва ,  поселение  Щаповское ,  посёлок  Щапово ,  дом  80 " ,8
170558 ,Сладкое  Нескладкое ,нет ,кафе , "город  Москва ,  Нижний  Сусальный  переулок ,  дом  5 ,  сооружение  2 " ,20
170591 ,Ron  Бар  Вино  Еда ,нет ,кафе , "город  Москва ,  улица  Большие  Каменщики ,  дом  2 " ,45
170637 ,Кафе  «Столешников» ,нет ,кафе , "город  Москва ,  Дербеневская  набережная ,  дом  7 ,  строение  22 " ,30
170395 ,Сыто  Пьяно ,нет ,кафе , "город  Москва ,  Комсомольский  проспект ,  дом  28 " ,70
170407 ,Чайхана ,нет ,кафе , "город  Москва ,  Комсомольская  площадь ,  дом  6 ,  сооружение  1 " ,55
170412 ,Суши  Wok ,да ,кафе , "город  Москва ,  Комсомольский  проспект ,  дом  28 " ,2
170416 ,Траттория  Stefano ,нет ,кафе , "город  Москва ,  1-я  Мясниковская  улица ,  дом  2 " ,26
170417 ,Пица  Паоло ,нет ,кафе , "город  Москва ,  Фрунзенская  набережная ,  дом  30 ,  строение  2 " ,12
170419 ,Экспресс  кафе ,нет ,кафе , "город  Москва ,  Комсомольская  площадь ,  дом  3 " ,200
170421 ,Столовужки ,нет ,кафе , "город  Москва ,  Новолужнецкий  проезд ,  дом  9 ,  строение  6 " ,40
170422 ,Point58 ,нет ,кафе , "город  Москва ,  Новолужнецкий  проезд ,  дом  9 ,  строение  3 " ,40
170426 ,Белый  кролик ,нет ,кафе , "город  Москва ,  Камчатская  улица ,  дом  4 ,  корпус  2 " ,20
170430 ,Соти  Эл ,нет ,кафе , "город  Москва ,  Новолужнецкий  проезд ,  дом  9 ,  строение  5 " ,20
170431 ,Ля  Музон ,нет ,кафе , "город  Москва ,  Большой  Саввинский  переулок ,  дом  12 ,  строение  8 " ,50
